date,kind,instrument_jp,instrument_en,offered,start,end,rate,yield,bids,allotted
2026-04-17,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-04-17,2026-04-20,,0.55,3129.0,3129.0
2026-04-17,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-04-17,2026-04-20,,0.55,0.0,0.0
2026-04-20,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-04-20,2026-04-21,,0.55,4634.0,4634.0
2026-04-20,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-04-20,2026-04-21,,0.55,0.0,0.0
2026-04-21,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-04-21,2026-04-22,,0.55,3273.0,3273.0
2026-04-21,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-04-21,2026-04-22,,0.55,0.0,0.0
2026-04-21,usd_funds,米ドル資金供給,US Dollar Funds-Supplying Operations against Pooled Collateral,,2026-04-23,2026-05-01,3.89,,0.0,0.0
2026-04-22,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-04-22,2026-04-23,,0.55,2952.0,2952.0
2026-04-22,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-04-22,2026-04-23,,0.55,0.0,0.0
2026-04-23,jgb_purch,国債買入（残存期間１年超３年以下）,Outright purchases of JGBs(residual maturity of more than 1 year and up to 3 years),2550.0,2026-04-24,,,,6728.0,2552.0
2026-04-23,jgb_purch,国債買入（残存期間３年超５年以下）,Outright purchases of JGBs(residual maturity of more than 3 years and up to 5 years),2300.0,2026-04-24,,,,6837.0,2303.0
2026-04-23,jgb_purch,国債買入（残存期間５年超１０年以下）,Outright purchases of JGBs(residual maturity of more than 5 years and up to 10 years),2400.0,2026-04-24,,,,8787.0,2403.0
2026-04-23,jgb_purch,国債買入（残存期間１０年超２５年以下）,Outright purchases of JGBs(residual maturity of more than 10 years and up to 25 years),800.0,2026-04-24,,,,3077.0,803.0
2026-04-23,jgb_purch,国債買入（物価連動債）,Outright purchases of JGBs(inflation-indexed bonds),400.0,2026-04-24,,,,1176.0,400.0
2026-04-23,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-04-23,2026-04-24,,0.55,1958.0,1958.0
2026-04-23,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-04-23,2026-04-24,,0.55,0.0,0.0
2026-04-24,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-04-24,2026-04-27,,0.55,1609.0,1609.0
2026-04-24,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-04-24,2026-04-27,,0.55,0.0,0.0
2026-04-27,pooled,共通担保資金供給（全店）＜固定金利方式＞,Funds-Supplying Operations against Pooled Collateral (at All Offices) (Fixed rate),8000.0,2026-04-28,2026-05-13,0.75,,25396.0,8003.0
2026-04-27,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-04-27,2026-04-28,,0.55,2467.0,2467.0
2026-04-27,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-04-27,2026-04-28,,0.55,0.0,0.0
2026-04-28,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-04-28,2026-04-30,,0.55,2159.0,2159.0
2026-04-28,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-04-28,2026-04-30,,0.55,0.0,0.0
2026-04-28,usd_funds,米ドル資金供給,US Dollar Funds-Supplying Operations against Pooled Collateral,,2026-05-01,2026-05-14,3.89,,1.0,1.0
2026-04-30,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-04-30,2026-05-01,,0.45,1717.0,1717.0
2026-04-30,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-04-30,2026-05-01,,0.45,0.0,0.0
2026-05-01,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-05-01,2026-05-07,,0.55,2551.0,2551.0
2026-05-01,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-05-01,2026-05-07,,0.55,0.0,0.0
2026-05-07,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-05-07,2026-05-08,,0.55,2213.0,2213.0
2026-05-07,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-05-07,2026-05-08,,0.55,0.0,0.0
2026-05-08,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-05-08,2026-05-11,,0.55,1595.0,1595.0
2026-05-08,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-05-08,2026-05-11,,0.55,0.0,0.0
2026-05-11,jgb_purch,国債買入（残存期間１年以下）,Outright purchases of JGBs(residual maturity of up to 1 year),1000.0,2026-05-12,,,,3309.0,1003.0
2026-05-11,jgb_purch,国債買入（残存期間１年超３年以下）,Outright purchases of JGBs(residual maturity of more than 1 year and up to 3 years),2550.0,2026-05-12,,,,6770.0,2555.0
2026-05-11,jgb_purch,国債買入（残存期間３年超５年以下）,Outright purchases of JGBs(residual maturity of more than 3 years and up to 5 years),2300.0,2026-05-12,,,,6681.0,2303.0
2026-05-11,jgb_purch,国債買入（残存期間１０年超２５年以下）,Outright purchases of JGBs(residual maturity of more than 10 years and up to 25 years),800.0,2026-05-12,,,,2522.0,802.0
2026-05-11,jgb_purch,国債買入（残存期間２５年超）,Outright purchases of JGBs(residual maturity of more than 25 years),750.0,2026-05-12,,,,2181.0,751.0
2026-05-11,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-05-11,2026-05-12,,0.55,3416.0,3416.0
2026-05-11,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-05-11,2026-05-12,,0.55,0.0,0.0
2026-05-12,pooled,共通担保資金供給（全店）＜固定金利方式＞,Funds-Supplying Operations against Pooled Collateral (at All Offices) (Fixed rate),8000.0,2026-05-13,2026-05-27,0.75,,18469.0,8009.0
2026-05-12,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-05-12,2026-05-13,,0.55,2112.0,2112.0
2026-05-12,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-05-12,2026-05-13,,0.55,0.0,0.0
2026-05-12,usd_funds,米ドル資金供給,US Dollar Funds-Supplying Operations against Pooled Collateral,,2026-05-14,2026-05-21,3.88,,0.0,0.0
2026-05-13,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-05-13,2026-05-14,,0.55,1306.0,1306.0
2026-05-13,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-05-13,2026-05-14,,0.55,0.0,0.0
2026-05-14,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-05-14,2026-05-15,,0.55,864.0,864.0
2026-05-14,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-05-14,2026-05-15,,0.55,0.0,0.0
2026-05-15,jgb_purch,国債買入（残存期間１年超３年以下）,Outright purchases of JGBs(residual maturity of more than 1 year and up to 3 years),2550.0,2026-05-18,,,,6661.0,2552.0
2026-05-15,jgb_purch,国債買入（残存期間５年超１０年以下）,Outright purchases of JGBs(residual maturity of more than 5 years and up to 10 years),2400.0,2026-05-18,,,,6791.0,2402.0
2026-05-15,jgb_purch,国債買入（残存期間１０年超２５年以下）,Outright purchases of JGBs(residual maturity of more than 10 years and up to 25 years),800.0,2026-05-18,,,,2964.0,801.0
2026-05-15,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-05-15,2026-05-18,,0.55,1537.0,1537.0
2026-05-15,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-05-15,2026-05-18,,0.55,0.0,0.0
2026-05-18,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-05-18,2026-05-19,,0.55,1099.0,1099.0
2026-05-18,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-05-18,2026-05-19,,0.55,90.0,90.0
2026-05-19,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-05-19,2026-05-20,,0.55,744.0,744.0
2026-05-19,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-05-19,2026-05-20,,0.55,0.0,0.0
2026-05-19,usd_funds,米ドル資金供給,US Dollar Funds-Supplying Operations against Pooled Collateral,,2026-05-21,2026-05-28,3.88,,1.0,1.0
2026-05-20,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-05-20,2026-05-21,,0.55,1503.0,1503.0
2026-05-20,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-05-20,2026-05-21,,0.55,0.0,0.0
2026-05-21,jgb_purch,国債買入（残存期間１年超３年以下）,Outright purchases of JGBs(residual maturity of more than 1 year and up to 3 years),2550.0,2026-05-22,,,,7938.0,2553.0
2026-05-21,jgb_purch,国債買入（残存期間３年超５年以下）,Outright purchases of JGBs(residual maturity of more than 3 years and up to 5 years),2300.0,2026-05-22,,,,4770.0,2302.0
2026-05-21,jgb_purch,国債買入（残存期間５年超１０年以下）,Outright purchases of JGBs(residual maturity of more than 5 years and up to 10 years),2400.0,2026-05-22,,,,7988.0,2402.0
2026-05-21,jgb_purch,国債買入（残存期間２５年超）,Outright purchases of JGBs(residual maturity of more than 25 years),750.0,2026-05-22,,,,1563.0,751.0
2026-05-21,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-05-21,2026-05-22,,0.55,1584.0,1584.0
2026-05-21,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-05-21,2026-05-22,,0.55,0.0,0.0
2026-05-22,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-05-22,2026-05-25,,0.55,2471.0,2471.0
2026-05-22,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-05-22,2026-05-25,,0.55,2.0,2.0
2026-05-25,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-05-25,2026-05-26,,0.55,588.0,588.0
2026-05-25,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-05-25,2026-05-26,,0.55,0.0,0.0
2026-05-26,pooled,共通担保資金供給（全店）＜固定金利方式＞,Funds-Supplying Operations against Pooled Collateral (at All Offices) (Fixed rate),8000.0,2026-05-27,2026-06-10,0.75,,17691.0,8008.0
2026-05-26,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-05-26,2026-05-27,,0.55,239.0,239.0
2026-05-26,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-05-26,2026-05-27,,0.55,0.0,0.0
2026-05-26,usd_funds,米ドル資金供給,US Dollar Funds-Supplying Operations against Pooled Collateral,,2026-05-28,2026-06-04,3.87,,0.0,0.0
2026-05-27,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-05-27,2026-05-28,,0.55,140.0,140.0
2026-05-27,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-05-27,2026-05-28,,0.55,0.0,0.0
2026-05-28,jgb_purch,国債買入（残存期間３年超５年以下）,Outright purchases of JGBs(residual maturity of more than 3 years and up to 5 years),2300.0,2026-05-29,,,,2875.0,2301.0
2026-05-28,jgb_purch,国債買入（残存期間５年超１０年以下）,Outright purchases of JGBs(residual maturity of more than 5 years and up to 10 years),2400.0,2026-05-29,,,,4823.0,2404.0
2026-05-28,jgb_purch,国債買入（残存期間１０年超２５年以下）,Outright purchases of JGBs(residual maturity of more than 10 years and up to 25 years),800.0,2026-05-29,,,,2760.0,801.0
2026-05-28,jgb_purch,国債買入（物価連動債）,Outright purchases of JGBs(inflation-indexed bonds),400.0,2026-05-29,,,,1637.0,401.0
2026-05-28,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-05-28,2026-05-29,,0.55,787.0,787.0
2026-05-28,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-05-28,2026-05-29,,0.55,0.0,0.0
2026-05-29,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-05-29,2026-06-01,,0.55,24.0,24.0
2026-05-29,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-05-29,2026-06-01,,0.55,0.0,0.0
2026-06-01,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-06-01,2026-06-02,,0.55,1363.0,1363.0
2026-06-01,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-06-01,2026-06-02,,0.55,0.0,0.0
2026-06-02,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-06-02,2026-06-03,,0.55,414.0,414.0
2026-06-02,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-06-02,2026-06-03,,0.55,47.0,47.0
2026-06-02,usd_funds,米ドル資金供給,US Dollar Funds-Supplying Operations against Pooled Collateral,,2026-06-04,2026-06-11,3.87,,0.0,0.0
2026-06-03,jgb_purch,国債買入（残存期間１年以下）,Outright purchases of JGBs(residual maturity of up to 1 year),1000.0,2026-06-04,,,,5049.0,1001.0
2026-06-03,jgb_purch,国債買入（残存期間３年超５年以下）,Outright purchases of JGBs(residual maturity of more than 3 years and up to 5 years),2300.0,2026-06-04,,,,5947.0,2301.0
2026-06-03,jgb_purch,国債買入（残存期間１０年超２５年以下）,Outright purchases of JGBs(residual maturity of more than 10 years and up to 25 years),800.0,2026-06-04,,,,4423.0,801.0
2026-06-03,jgb_purch,国債買入（残存期間２５年超）,Outright purchases of JGBs(residual maturity of more than 25 years),750.0,2026-06-04,,,,1345.0,753.0
2026-06-03,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-06-03,2026-06-04,,0.55,666.0,666.0
2026-06-03,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-06-03,2026-06-04,,0.55,0.0,0.0
2026-06-04,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-06-04,2026-06-05,,0.55,1486.0,1486.0
2026-06-04,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-06-04,2026-06-05,,0.55,0.0,0.0
2026-06-05,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-06-05,2026-06-08,,0.55,888.0,888.0
2026-06-05,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-06-05,2026-06-08,,0.55,0.0,0.0
2026-06-08,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-06-08,2026-06-09,,0.55,887.0,887.0
2026-06-08,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-06-08,2026-06-09,,0.55,3.0,3.0
2026-06-09,pooled,共通担保資金供給（全店）＜固定金利方式＞,Funds-Supplying Operations against Pooled Collateral (at All Offices) (Fixed rate),8000.0,2026-06-10,2026-06-24,0.75,,50609.0,8025.0
2026-06-09,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-06-09,2026-06-10,,0.55,1421.0,1421.0
2026-06-09,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-06-09,2026-06-10,,0.55,1.0,1.0
2026-06-09,usd_funds,米ドル資金供給,US Dollar Funds-Supplying Operations against Pooled Collateral,,2026-06-11,2026-06-18,3.87,,1.0,1.0
2026-06-10,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-06-10,2026-06-11,,0.55,978.0,978.0
2026-06-10,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-06-10,2026-06-11,,0.55,0.0,0.0
2026-06-11,jgb_purch,国債買入（残存期間１年超３年以下）,Outright purchases of JGBs(residual maturity of more than 1 year and up to 3 years),2550.0,2026-06-12,,,,7591.0,2551.0
2026-06-11,jgb_purch,国債買入（残存期間３年超５年以下）,Outright purchases of JGBs(residual maturity of more than 3 years and up to 5 years),2300.0,2026-06-12,,,,5304.0,2305.0
2026-06-11,jgb_purch,国債買入（残存期間５年超１０年以下）,Outright purchases of JGBs(residual maturity of more than 5 years and up to 10 years),2400.0,2026-06-12,,,,5340.0,2402.0
2026-06-11,jgb_purch,国債買入（残存期間１０年超２５年以下）,Outright purchases of JGBs(residual maturity of more than 10 years and up to 25 years),800.0,2026-06-12,,,,2684.0,806.0
2026-06-11,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-06-11,2026-06-12,,0.55,1908.0,1908.0
2026-06-11,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-06-11,2026-06-12,,0.55,0.0,0.0
2026-06-12,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-06-12,2026-06-15,,0.55,2772.0,2772.0
2026-06-12,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-06-12,2026-06-15,,0.55,367.0,367.0
2026-06-15,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-06-15,2026-06-16,,0.55,2871.0,2871.0
2026-06-15,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-06-15,2026-06-16,,0.55,1400.0,1400.0
2026-06-16,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-06-16,2026-06-17,,0.55,2664.0,2664.0
2026-06-16,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-06-16,2026-06-17,,0.55,0.0,0.0
2026-06-16,usd_funds,米ドル資金供給,US Dollar Funds-Supplying Operations against Pooled Collateral,,2026-06-18,2026-06-25,3.88,,1.0,1.0
2026-06-17,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-06-17,2026-06-18,,0.75,2823.0,2823.0
2026-06-17,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-06-17,2026-06-18,,0.75,0.0,0.0
2026-06-18,jgb_purch,国債買入（残存期間１年超３年以下）,Outright purchases of JGBs(residual maturity of more than 1 year and up to 3 years),2550.0,2026-06-19,,,,7037.0,2552.0
2026-06-18,jgb_purch,国債買入（残存期間３年超５年以下）,Outright purchases of JGBs(residual maturity of more than 3 years and up to 5 years),2300.0,2026-06-19,,,,5226.0,2301.0
2026-06-18,jgb_purch,国債買入（残存期間５年超１０年以下）,Outright purchases of JGBs(residual maturity of more than 5 years and up to 10 years),2400.0,2026-06-19,,,,4302.0,2404.0
2026-06-18,jgb_purch,国債買入（残存期間１０年超２５年以下）,Outright purchases of JGBs(residual maturity of more than 10 years and up to 25 years),800.0,2026-06-19,,,,2718.0,803.0
2026-06-18,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-06-18,2026-06-19,,0.75,2460.0,2460.0
2026-06-18,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-06-18,2026-06-19,,0.75,0.0,0.0
2026-06-19,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-06-19,2026-06-22,,0.75,1330.0,1330.0
2026-06-19,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-06-19,2026-06-22,,0.75,0.0,0.0
2026-06-22,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-06-22,2026-06-23,,0.75,2172.0,2172.0
2026-06-22,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-06-22,2026-06-23,,0.75,162.0,162.0
2026-06-23,pooled,共通担保資金供給（全店）＜固定金利方式＞,Funds-Supplying Operations against Pooled Collateral (at All Offices) (Fixed rate),8000.0,2026-06-24,2026-07-08,1.0,,20577.0,8009.0
2026-06-23,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-06-23,2026-06-24,,0.75,1291.0,1291.0
2026-06-23,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-06-23,2026-06-24,,0.75,0.0,0.0
2026-06-23,usd_funds,米ドル資金供給,US Dollar Funds-Supplying Operations against Pooled Collateral,,2026-06-25,2026-07-02,3.88,,0.0,0.0
2026-06-24,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-06-24,2026-06-25,,0.75,1253.0,1253.0
2026-06-24,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-06-24,2026-06-25,,0.75,0.0,0.0
2026-06-25,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-06-25,2026-06-26,,0.75,4647.0,4647.0
2026-06-25,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-06-25,2026-06-26,,0.75,0.0,0.0
2026-06-26,jgb_purch,国債買入（残存期間１年超３年以下）,Outright purchases of JGBs(residual maturity of more than 1 year and up to 3 years),2550.0,2026-06-29,,,,8622.0,2552.0
2026-06-26,jgb_purch,国債買入（残存期間５年超１０年以下）,Outright purchases of JGBs(residual maturity of more than 5 years and up to 10 years),2400.0,2026-06-29,,,,5817.0,2404.0
